Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,Label
25917,78,15,77465,120,8,39,BENIGN
97731,18,94,6267,593,0,1,BENIGN
22566,88,51,53647,163,6,17,BENIGN
76452,14,27,63814,472,9,28,BENIGN
63823,34,86,37025,578,6,19,BENIGN
21806,58,74,78605,778,7,7,BENIGN
76520,76,61,1981,165,5,36,BENIGN
2759,22,58,44436,634,7,48,BENIGN
42949,70,31,19472,327,0,47,BENIGN
93374,36,91,20336,568,0,25,BENIGN
3482,45,12,26587,247,8,36,BENIGN
25442,36,46,78192,343,3,48,BENIGN
34719,22,31,93862,115,2,3,BENIGN
59066,78,32,85046,491,5,32,BENIGN
94501,80,32,54013,708,9,21,BENIGN
3079,61,99,85511,680,8,5,BENIGN
3717,56,53,10665,719,9,32,BENIGN
60676,89,61,28097,391,3,27,BENIGN
28952,96,46,92277,698,8,23,BENIGN
87444,33,85,53474,270,4,3,BENIGN
43460,45,74,72973,808,6,1,BENIGN
91397,36,80,26185,302,2,12,BENIGN
73847,20,7,76911,344,2,45,BENIGN
94607,18,4,93643,664,2,48,BENIGN
90106,38,91,31484,829,7,10,BENIGN
19449,67,52,46610,718,5,34,BENIGN
34536,23,89,51807,485,8,38,BENIGN
65077,96,31,51907,234,8,9,BENIGN
39258,16,75,58389,916,7,42,BENIGN
49302,59,84,26835,564,0,9,BENIGN
29865,69,36,96279,463,5,7,BENIGN
7645,68,54,97453,672,3,4,BENIGN
39000,21,54,54790,305,3,22,BENIGN
27737,78,17,77960,584,2,33,BENIGN
12485,95,75,10643,651,8,46,BENIGN
39565,78,30,76846,776,1,31,BENIGN
26522,70,99,19951,472,0,15,BENIGN
66155,12,22,93104,864,9,3,BENIGN
56168,16,43,16233,223,2,27,BENIGN
53487,81,27,14200,594,3,47,BENIGN
13342,87,37,53275,952,3,43,BENIGN
41806,14,46,88084,625,5,13,BENIGN
49770,61,35,77068,167,0,11,BENIGN
79623,71,4,90001,281,0,20,BENIGN
76629,46,80,22291,836,1,47,BENIGN
53603,32,80,43448,247,3,15,BENIGN
82974,15,85,31580,312,6,43,BENIGN
27399,44,26,92685,893,5,1,BENIGN
86382,17,19,22346,679,8,22,BENIGN
82244,41,81,11619,630,6,28,BENIGN
77534,54,45,2766,530,4,45,BENIGN
56106,44,26,4549,330,5,42,BENIGN
31678,98,22,19693,68,9,8,BENIGN
77218,5,58,63019,367,8,6,BENIGN
64230,27,63,98458,713,0,28,BENIGN
75055,87,28,49328,657,8,43,BENIGN
57373,78,65,78701,260,5,16,BENIGN
32480,79,44,90100,900,3,8,BENIGN
86230,43,43,26301,445,4,5,BENIGN
69836,97,37,45763,155,0,43,BENIGN
73258,31,66,21765,868,6,19,BENIGN
40986,99,17,45787,987,7,9,BENIGN
25160,17,40,8425,361,4,8,BENIGN
86595,92,38,13857,579,1,11,BENIGN
80111,83,85,53771,698,7,32,BENIGN
65929,54,61,93999,809,9,31,BENIGN
74506,62,9,23444,254,6,33,BENIGN
35911,87,77,42457,569,9,18,BENIGN
88127,32,75,80741,310,8,32,BENIGN
32821,40,61,1704,447,3,47,BENIGN
76039,13,80,6452,877,8,15,BENIGN
61535,84,16,39862,109,3,49,BENIGN
85458,35,2,62471,734,2,49,BENIGN
13175,5,72,70217,823,2,22,BENIGN
55771,73,43,87058,489,9,25,BENIGN
87925,29,42,19300,424,1,44,BENIGN
67358,70,77,10566,174,9,43,BENIGN
18327,25,57,8501,921,2,40,BENIGN
48057,95,81,2845,951,7,36,BENIGN
7150,22,88,40181,647,7,8,BENIGN
5425,66,67,58263,311,1,29,BENIGN
17032,45,30,79766,983,1,12,BENIGN
3198,69,13,64038,130,1,47,BENIGN
61500,91,19,84290,97,9,41,BENIGN
54394,89,7,35404,226,6,15,BENIGN
21079,72,9,23564,582,5,45,BENIGN
37220,1,83,98898,823,0,1,BENIGN
42874,84,54,58435,188,1,30,BENIGN
14859,44,86,19227,711,0,42,BENIGN
51460,87,82,91296,172,6,18,BENIGN
32419,96,61,96259,602,5,10,BENIGN
9705,75,87,48475,179,1,13,BENIGN
43880,39,2,18215,310,1,46,BENIGN
24236,54,50,72074,383,1,24,BENIGN
88955,88,75,22699,717,7,6,BENIGN
86514,75,31,13454,212,6,14,BENIGN
16358,29,33,49217,56,0,29,BENIGN
95914,54,78,22711,472,3,30,BENIGN
77918,90,80,16059,679,3,23,BENIGN
15596,16,11,49398,417,6,24,BENIGN
34572,99,33,2286,203,1,7,BENIGN
79757,20,7,35297,436,3,29,BENIGN
2279,46,31,27485,939,0,35,BENIGN
64197,67,48,60967,800,3,49,BENIGN
63516,65,47,98803,326,0,13,BENIGN
8083,58,78,55583,488,1,28,BENIGN
18771,53,92,52630,430,1,26,BENIGN
30975,1,53,28086,278,9,49,BENIGN
46648,81,80,17484,490,2,35,BENIGN
49285,66,19,69623,720,7,33,BENIGN
20063,29,81,60263,745,5,20,BENIGN
68642,84,90,19675,272,5,37,BENIGN
91093,70,6,61664,435,8,10,BENIGN
87143,8,49,25680,175,7,32,BENIGN
38599,29,73,18077,701,1,14,BENIGN
52920,51,50,39174,437,5,11,BENIGN
29529,33,81,77968,713,0,23,BENIGN
36954,3,95,4491,406,8,49,BENIGN
28856,60,12,47126,225,3,36,BENIGN
3573,35,23,4392,805,3,10,BENIGN
79344,69,54,63257,873,8,18,BENIGN
36367,91,69,68804,116,2,0,BENIGN
61774,76,59,39400,987,4,16,BENIGN
24752,84,36,37551,107,0,39,BENIGN
56029,20,3,29088,889,5,15,BENIGN
18685,73,58,81015,491,2,25,BENIGN
52693,39,88,26465,508,0,42,BENIGN
56961,4,55,49155,239,9,42,BENIGN
77908,19,57,88893,266,5,14,BENIGN
75532,91,17,6969,52,9,7,BENIGN
82994,45,39,9981,251,1,29,BENIGN
57133,43,90,22032,563,7,13,BENIGN
98425,13,68,55091,104,1,32,BENIGN
62268,13,55,25408,955,3,41,BENIGN
93201,60,45,25241,775,2,6,BENIGN
39243,57,76,48940,197,8,17,BENIGN
58384,86,1,83938,394,1,11,BENIGN
32653,92,21,52105,828,2,1,BENIGN
27657,52,83,92302,409,6,49,BENIGN
40952,53,21,62050,515,3,28,BENIGN
23180,86,52,4657,176,5,20,BENIGN
98432,43,82,22230,792,2,6,BENIGN
79411,83,43,19680,134,0,26,BENIGN
2622,72,52,83694,682,5,11,BENIGN
49756,72,67,85731,96,3,19,BENIGN
41809,42,44,43340,830,1,13,BENIGN
17725,90,32,36950,498,6,9,BENIGN
62396,26,10,79515,235,9,40,BENIGN
52226,23,64,8867,666,4,22,BENIGN
82182,43,79,81691,354,5,29,BENIGN
83565,77,69,79542,769,5,46,BENIGN
30402,28,68,5329,883,8,30,BENIGN
5263,9,28,89087,527,1,9,BENIGN
97523,20,53,36865,40,5,18,BENIGN
47828,56,51,67940,718,8,18,BENIGN
48924,83,53,38869,753,3,43,BENIGN
75182,39,4,67905,305,5,22,BENIGN
94065,51,79,84984,423,6,43,BENIGN
60052,12,17,90711,846,0,40,BENIGN
12664,79,67,67252,981,4,31,BENIGN
36737,95,74,80386,144,3,19,BENIGN
90563,55,47,2711,534,9,3,BENIGN
30373,78,56,26801,13,1,32,BENIGN
37397,11,23,88287,187,1,47,BENIGN
87145,26,18,91709,755,1,0,BENIGN
39709,42,1,54270,268,6,12,BENIGN
62120,27,35,72622,661,3,2,BENIGN
20250,11,64,56535,74,5,11,BENIGN
22172,38,58,77759,804,6,28,BENIGN
12555,98,95,17220,372,8,30,BENIGN
88410,43,59,14392,827,1,40,BENIGN
79617,19,1,86587,726,9,35,BENIGN
54276,64,3,3246,26,8,1,BENIGN
58492,6,67,21010,209,4,21,BENIGN
54002,46,37,69358,553,5,21,BENIGN
90599,42,83,91203,221,5,40,BENIGN
73355,92,29,18234,444,2,30,BENIGN
92248,65,89,97190,282,9,44,BENIGN
25762,99,33,50451,299,6,13,BENIGN
12046,72,61,76205,812,6,28,BENIGN
97999,59,93,22784,492,7,34,BENIGN
29769,52,90,30672,243,4,49,BENIGN
54302,47,4,2082,417,1,8,BENIGN
24150,7,14,12148,703,2,46,BENIGN
69247,11,91,28494,155,8,31,BENIGN
5853,61,33,76093,571,5,26,BENIGN
95613,68,22,52952,439,7,9,BENIGN
90399,25,48,37719,441,7,24,BENIGN
22792,12,3,49737,624,4,48,BENIGN
60129,26,87,60453,554,0,44,BENIGN
75478,12,85,40536,506,5,32,BENIGN
68298,43,23,51604,992,6,10,BENIGN
32987,51,68,51833,98,8,36,BENIGN
16850,37,21,15039,420,1,8,BENIGN
13112,46,43,68839,906,1,6,BENIGN
25058,53,95,48931,862,9,6,BENIGN
46420,88,85,40925,836,0,33,BENIGN
39890,80,26,52003,250,4,18,BENIGN
67017,13,41,84817,787,1,19,BENIGN
48304,89,99,49897,232,2,49,BENIGN
33921,54,38,88745,757,1,41,BENIGN
2524,57,88,94709,674,3,24,BENIGN
16048,4,11,43287,477,2,4,BENIGN
36111,75,29,91726,578,8,47,BENIGN
38904,96,60,34012,331,9,28,BENIGN
55912,49,67,42783,384,1,26,BENIGN
35008,7,65,86727,121,6,24,BENIGN
1060,11,61,69315,536,2,36,BENIGN
75666,92,19,84766,421,9,14,BENIGN
84559,54,46,47491,278,7,47,BENIGN
56337,87,49,89941,635,3,3,BENIGN
14350,45,22,59584,261,3,13,BENIGN
25354,23,78,13803,383,8,48,BENIGN
46186,28,57,50625,663,2,16,BENIGN
29145,57,14,94361,635,6,20,BENIGN
35020,26,44,14698,459,0,15,BENIGN
87123,25,16,35560,811,6,25,BENIGN
76186,54,97,16376,878,9,8,BENIGN
86469,29,77,84654,546,1,1,BENIGN
21581,83,12,14117,377,5,42,BENIGN
89929,97,55,57381,831,8,14,BENIGN
24051,36,51,38956,264,5,34,BENIGN
52474,14,39,49786,472,2,23,BENIGN
92748,78,33,88778,277,0,47,BENIGN
70626,35,33,67480,135,3,37,BENIGN
7960,30,29,32695,402,3,13,BENIGN
36772,92,69,2511,771,7,36,BENIGN
22520,17,70,54233,808,9,36,BENIGN
50481,67,31,23502,343,9,5,BENIGN
37408,80,80,51010,998,6,17,BENIGN
95006,30,31,91341,574,9,21,BENIGN
58134,93,89,93529,377,6,17,BENIGN
21491,45,46,74905,564,6,1,BENIGN
2341,79,97,47489,687,1,31,BENIGN
45623,89,77,84533,563,8,16,BENIGN
91327,51,52,82165,901,5,0,BENIGN
1338,47,10,32949,465,1,8,BENIGN
72431,53,88,69376,697,0,12,BENIGN
13254,64,74,80587,76,0,35,BENIGN
52860,38,41,94059,75,0,36,BENIGN
12344,64,95,68310,921,3,29,BENIGN
2750,87,77,79798,604,3,30,BENIGN
55756,89,3,70407,871,8,22,BENIGN
68957,7,59,74809,626,0,49,BENIGN
59053,22,52,18229,409,2,27,BENIGN
71855,81,34,28385,296,2,9,BENIGN
16896,82,49,43176,895,7,24,BENIGN
56761,41,28,95825,195,1,35,BENIGN
63552,74,83,4260,293,5,25,BENIGN
78454,10,87,98555,525,3,25,BENIGN
91600,57,96,4145,659,9,44,BENIGN
28935,7,13,98289,700,5,12,BENIGN
38641,50,97,8802,246,4,16,BENIGN
30711,91,98,3263,27,8,39,BENIGN
71342,52,97,27913,824,8,3,BENIGN
13182,33,69,58788,937,0,22,BENIGN
88833,1,67,9155,423,2,34,BENIGN
57276,53,61,1922,941,0,10,BENIGN
20541,60,60,73231,18,5,11,BENIGN
95457,34,71,21672,429,2,8,BENIGN
83310,4,24,39526,38,0,14,BENIGN
45813,17,63,46344,665,5,44,BENIGN
38198,4,86,20014,357,4,36,BENIGN
9820,43,61,74352,670,7,4,BENIGN
25070,90,23,92279,585,1,18,BENIGN
70768,4,30,41324,888,7,10,BENIGN
12122,1,60,95075,459,4,8,BENIGN
81559,71,18,96638,389,7,34,BENIGN
74543,94,96,39698,708,9,49,BENIGN
84441,50,56,78169,375,3,26,BENIGN
42786,73,53,24384,236,3,12,BENIGN
95934,61,7,4512,127,9,11,BENIGN
7737,35,97,7066,421,3,8,BENIGN
37062,8,69,32500,960,5,41,BENIGN
55237,24,92,79743,365,3,27,BENIGN
52571,83,72,86642,263,8,12,BENIGN
26510,36,79,80858,552,8,19,BENIGN
20426,50,52,55800,682,2,12,BENIGN
38265,43,4,64140,736,6,26,BENIGN
18850,27,34,85954,453,4,25,BENIGN
67150,32,69,3387,690,8,28,BENIGN
88312,78,33,57160,90,1,28,BENIGN
90613,18,69,60241,55,2,21,BENIGN
75910,28,38,74567,58,9,8,BENIGN
53375,29,98,2799,458,4,23,BENIGN
36435,16,26,36548,819,4,41,BENIGN
97443,99,1,34895,416,9,18,BENIGN
58132,47,4,91450,889,6,37,BENIGN
79945,59,39,81171,292,7,30,BENIGN
83050,31,54,41379,482,7,38,BENIGN
96402,4,90,46414,425,0,14,BENIGN
3983,37,33,74071,988,0,31,BENIGN
98241,17,33,69344,609,2,45,BENIGN
21662,39,72,79591,130,0,47,BENIGN
24510,48,20,94141,12,0,45,BENIGN
79187,46,16,93201,325,9,28,BENIGN
41998,90,21,99303,469,7,33,BENIGN
57846,48,45,5297,236,0,8,BENIGN
95071,39,90,87479,88,8,34,BENIGN
7640,4,87,99752,666,1,5,BENIGN
45547,30,82,6008,763,8,36,BENIGN
55620,30,62,87813,553,6,13,BENIGN
16317,22,31,17820,784,8,46,BENIGN
8564,75,42,72548,732,2,49,BENIGN
28345,66,12,23253,80,0,48,BENIGN
95223,12,65,30202,905,0,8,BENIGN
80273,94,73,30236,206,9,18,BENIGN
75859,36,3,68156,67,5,22,BENIGN
81765,18,90,61263,433,6,40,BENIGN
75038,90,9,75855,478,8,27,BENIGN
53393,53,51,17575,633,5,15,BENIGN
67081,71,16,13204,57,4,25,BENIGN
30430,1,88,12952,444,1,37,BENIGN
76532,58,78,84323,194,1,39,BENIGN
28788,90,3,52142,888,7,24,BENIGN
96505,87,98,34872,848,0,34,BENIGN
49543,90,97,30376,174,7,4,BENIGN
14919,6,24,67084,736,9,6,BENIGN
70346,70,73,12640,340,6,22,BENIGN
97122,44,13,27437,339,6,24,BENIGN
40974,72,2,88681,130,4,0,BENIGN
17371,24,71,8903,222,2,21,BENIGN
46084,86,21,84704,832,6,3,BENIGN
30629,19,19,27863,516,6,27,BENIGN
52184,18,89,44381,562,6,47,BENIGN
62916,95,47,29548,874,1,13,BENIGN
74972,30,22,50956,925,2,32,BENIGN
63187,42,75,75526,810,2,3,BENIGN
13984,33,33,12467,177,3,41,BENIGN
34039,74,32,58954,555,8,10,BENIGN
86431,12,64,24901,839,9,38,BENIGN
84691,94,85,56983,996,0,31,BENIGN
59606,27,39,24301,796,6,3,BENIGN
11616,39,84,86180,436,6,0,BENIGN
51072,9,72,70903,718,3,25,BENIGN
25574,21,42,17204,712,0,32,BENIGN
4430,76,9,20755,230,2,16,BENIGN
13676,29,25,60817,19,4,26,BENIGN
11816,33,89,3093,129,1,41,BENIGN
33733,62,97,70537,644,6,4,BENIGN
86680,15,2,97319,256,9,6,BENIGN
3050,2,19,23940,369,9,24,BENIGN
34933,52,20,74346,918,6,7,BENIGN
25951,44,93,45040,230,9,33,BENIGN
33413,54,70,38322,782,4,40,BENIGN
35801,18,17,92544,515,9,3,BENIGN
56619,3,89,85437,67,5,11,BENIGN
33913,7,68,93969,836,0,30,BENIGN
41600,43,94,88725,469,3,10,BENIGN
58775,82,84,95266,137,3,36,BENIGN
91816,38,3,10236,708,7,43,BENIGN
91093,37,87,73597,726,1,35,BENIGN
36400,58,51,85124,95,0,44,BENIGN
5494,33,82,4902,113,6,21,BENIGN
81688,59,26,35364,152,5,0,BENIGN
90431,95,56,99983,214,4,49,BENIGN
75691,11,64,95410,650,7,3,BENIGN
98419,68,8,21096,767,1,35,BENIGN
44001,82,81,13020,47,1,7,BENIGN
68364,68,95,59473,372,8,24,BENIGN
46028,98,37,45153,630,0,27,BENIGN
98659,93,97,42277,318,5,37,BENIGN
38573,88,27,88221,61,2,35,BENIGN
1806,22,45,39502,10,4,35,BENIGN
57638,66,4,16675,20,7,42,BENIGN
30757,44,86,25365,835,6,40,BENIGN
35636,6,90,88812,756,3,45,BENIGN
81097,42,96,79229,649,7,3,BENIGN
49280,25,88,90049,945,9,12,BENIGN
25262,57,99,53148,223,1,37,BENIGN
81435,85,37,90157,965,6,44,BENIGN
63211,55,96,90247,764,4,24,BENIGN
55842,16,71,94321,565,5,2,BENIGN
57979,95,33,69078,527,2,31,BENIGN
82470,14,31,83598,677,9,38,BENIGN
39197,39,55,71902,424,6,0,BENIGN
42844,28,12,27465,17,6,10,BENIGN
65754,96,11,33286,14,1,1,BENIGN
35157,92,88,55795,371,0,4,BENIGN
78129,51,72,41178,703,9,21,BENIGN
41042,49,32,80183,121,1,45,BENIGN
62665,9,57,50986,282,7,12,BENIGN
83856,58,38,44201,431,9,47,BENIGN
28376,45,60,44315,274,2,22,BENIGN
56554,22,86,76396,467,3,46,BENIGN
15199,32,98,56178,221,7,30,BENIGN
82412,69,19,11745,87,2,34,BENIGN
51948,87,84,73354,791,5,37,BENIGN
74781,69,56,80637,675,1,40,BENIGN
73750,42,14,6028,230,2,34,BENIGN
67262,53,33,99261,378,0,44,BENIGN
47600,96,10,49566,967,8,12,BENIGN
77898,59,80,44722,356,3,6,BENIGN
63483,74,64,87623,34,5,4,BENIGN
19297,39,64,75974,985,6,28,BENIGN
31448,15,62,84692,429,1,7,BENIGN
27172,71,68,85084,363,7,7,BENIGN
43874,29,91,40879,729,8,6,BENIGN
8657,3,92,25767,426,9,18,BENIGN
85386,83,43,69099,524,1,38,BENIGN
26425,10,80,49657,224,4,22,BENIGN
27685,92,59,9498,916,1,35,BENIGN
25578,29,52,74667,121,4,41,BENIGN
29831,79,97,26107,963,6,31,BENIGN
8906,35,19,29793,713,5,44,BENIGN
62413,6,21,3696,923,3,3,BENIGN
55028,12,22,54839,568,1,29,BENIGN
8287,38,9,90241,437,6,41,BENIGN
34660,77,9,24397,742,9,38,BENIGN
76758,93,73,8704,708,8,4,BENIGN
61504,19,27,17442,571,0,2,BENIGN
60720,67,17,64788,718,2,21,BENIGN
35701,8,44,10765,225,6,27,BENIGN
84300,8,45,11002,422,8,21,BENIGN
18674,84,8,12390,742,4,21,BENIGN
84560,47,80,45436,389,6,33,BENIGN
24874,4,18,85482,611,9,28,BENIGN
44642,51,33,7641,241,6,42,BENIGN
98820,85,1,34709,844,3,41,BENIGN
66160,67,76,40309,267,4,12,BENIGN
18602,45,6,16624,674,1,6,BENIGN
89801,8,41,10966,265,7,9,BENIGN
26931,87,55,90350,412,0,27,BENIGN
95377,16,5,35189,433,1,3,BENIGN
30192,77,59,72301,779,2,31,BENIGN
47542,67,80,96758,988,6,21,BENIGN
43520,9,18,18223,74,5,19,BENIGN
65772,60,49,79183,199,6,47,BENIGN
59762,78,82,5959,612,4,19,BENIGN
51106,77,65,28257,959,3,5,BENIGN
82121,71,83,98520,182,6,8,BENIGN
26559,15,54,51802,768,2,27,BENIGN
34742,71,61,88748,777,9,12,BENIGN
70669,98,8,28215,637,6,30,BENIGN
81199,41,3,56046,570,1,38,BENIGN
22754,22,25,95593,236,7,49,BENIGN
4972,24,69,35094,590,5,13,BENIGN
71831,44,55,39669,943,2,21,BENIGN
42873,1,40,37126,397,2,36,BENIGN
95661,10,83,80036,410,4,44,BENIGN
10903,80,82,17772,647,2,23,BENIGN
4020,72,50,49586,958,5,7,BENIGN
42755,56,95,52943,222,1,14,BENIGN
86956,89,33,69868,62,7,40,BENIGN
87988,50,18,50855,633,8,5,BENIGN
46648,12,57,23218,680,6,22,BENIGN
10516,89,16,82008,761,2,24,BENIGN
3396,81,80,58205,671,9,30,BENIGN
85082,60,38,5959,148,3,45,BENIGN
20129,26,41,83979,427,9,28,BENIGN
2591,78,7,46134,634,1,22,BENIGN
12303,41,78,26874,152,8,9,BENIGN
31561,36,53,2301,891,4,8,BENIGN
72719,23,63,59017,518,1,48,BENIGN
93108,43,89,44319,659,9,12,BENIGN
87231,6,32,90616,495,5,31,BENIGN
8314,69,38,87219,446,6,48,BENIGN
20623,43,22,96192,825,1,44,BENIGN
68675,25,16,23455,552,0,40,BENIGN
97826,18,52,5112,302,6,0,BENIGN
66082,62,29,58033,629,0,0,BENIGN
84624,13,16,59360,293,2,36,BENIGN
34130,43,76,83418,680,3,39,BENIGN
52756,78,17,33145,847,1,17,BENIGN
98624,28,64,33735,23,6,35,BENIGN
27292,18,91,73781,643,4,30,BENIGN
87206,59,89,68641,736,0,0,BENIGN
70274,60,13,22711,281,7,46,BENIGN
3469,63,72,6630,34,9,35,BENIGN
54947,57,56,66488,944,6,8,BENIGN
23534,92,5,4206,331,3,21,BENIGN
64620,51,12,57289,815,1,27,BENIGN
49874,56,41,19953,690,6,25,BENIGN
50708,27,3,11068,112,1,9,BENIGN
75553,32,99,79930,875,5,46,BENIGN
69344,9,33,56916,892,0,2,BENIGN
50138,96,86,2067,49,6,1,BENIGN
55302,84,50,51658,244,6,36,BENIGN
48638,92,56,53165,841,3,30,BENIGN
79249,97,9,81781,98,3,32,BENIGN
3719,68,82,10859,109,9,31,BENIGN
23890,46,50,30164,153,4,42,BENIGN
78236,98,29,81913,91,1,11,BENIGN
37509,67,39,21773,598,8,2,BENIGN
43534,26,91,58295,580,9,47,BENIGN
93241,8,45,34939,238,3,25,BENIGN
19787,6,17,49599,612,8,13,BENIGN
49845,80,56,7114,875,2,11,BENIGN
58932,24,98,99475,404,8,25,BENIGN
93124,48,46,13818,522,0,15,BENIGN
92659,94,67,10335,790,6,7,BENIGN
34062,45,69,56008,807,3,48,BENIGN
76713,13,14,72745,206,6,48,BENIGN
88263,69,67,44148,283,9,27,BENIGN
96756,25,23,4577,599,5,6,BENIGN
61461,20,94,74916,662,3,14,BENIGN
76418,82,61,5076,809,3,40,BENIGN
67672,82,23,33925,592,7,35,BENIGN
35832,66,27,52869,977,6,7,BENIGN
32966,74,54,60314,571,3,9,BENIGN
73545,45,10,42205,976,5,14,BENIGN
13987,47,89,12095,381,5,17,BENIGN
38311,63,77,85715,890,0,45,BENIGN
32575,76,16,57680,89,1,36,BENIGN
64852,77,41,29400,244,3,40,BENIGN
2007,55,98,85297,296,5,44,BENIGN
71981,75,55,68346,828,5,42,BENIGN
77242,19,61,88110,676,0,43,BENIGN
48517,35,86,29562,581,7,34,BENIGN
30257,53,81,41663,554,1,1,BENIGN
88272,26,87,19510,446,4,21,BENIGN
43207,14,49,62608,136,3,14,BENIGN
14281,45,73,73489,742,4,36,BENIGN
62246,44,52,53182,721,4,38,BENIGN
2435,88,2,88667,426,9,35,BENIGN
99875,65,96,27883,647,7,4,BENIGN
92357,51,50,72427,50,9,47,BENIGN
27660,43,86,36844,796,6,14,BENIGN
6084,86,43,19728,478,8,26,BENIGN
83197,23,77,99923,306,0,15,BENIGN
14507,56,8,12094,606,5,35,BENIGN
73595,19,59,3407,610,5,37,BENIGN
84807,82,65,56412,51,1,17,BENIGN
46539,76,81,13644,641,7,34,BENIGN
8491,55,12,86834,288,5,24,BENIGN
51192,92,4,61746,468,9,21,BENIGN
81395,92,77,53748,42,8,30,BENIGN
64888,60,95,60021,285,9,36,BENIGN
74609,59,41,63651,674,4,33,BENIGN
10077,33,7,37807,99,6,22,BENIGN
21953,19,87,35072,625,5,15,BENIGN
77919,28,88,39398,957,4,5,BENIGN
68889,52,69,29669,533,5,14,BENIGN
24821,49,69,31161,169,3,17,BENIGN
38567,37,81,8282,938,2,37,BENIGN
25860,26,30,27539,467,0,12,BENIGN
22195,99,73,4307,717,0,23,BENIGN
78475,98,6,18745,408,5,12,BENIGN
91874,99,89,40433,828,8,0,BENIGN
88266,40,19,35555,783,7,47,BENIGN
22427,80,80,2073,100,1,35,BENIGN
28083,38,85,33683,718,8,48,BENIGN
88046,77,66,26741,590,7,17,BENIGN
58372,87,10,23286,475,8,47,BENIGN
45064,54,16,4599,229,3,32,BENIGN
8813,22,37,28293,428,8,37,BENIGN
32598,16,79,16389,388,1,42,BENIGN
94106,28,77,13318,735,0,5,BENIGN
28082,35,77,49875,939,8,16,BENIGN
30241,60,32,4055,456,9,3,BENIGN
97214,45,47,83579,973,7,13,BENIGN
45569,46,72,7320,155,6,29,BENIGN
12745,72,43,5642,242,7,45,BENIGN
27029,55,82,93694,380,0,19,BENIGN
14025,86,36,10321,931,8,7,BENIGN
15288,85,26,80968,243,9,1,BENIGN
90186,26,10,89293,735,8,36,BENIGN
7540,85,31,60618,376,8,3,BENIGN
98768,25,97,27044,490,5,9,BENIGN
82958,65,29,22971,582,3,19,BENIGN
69878,6,5,26727,372,1,34,BENIGN
42846,23,77,23559,599,3,47,BENIGN
76932,64,1,74820,520,6,9,BENIGN
18482,87,87,84201,104,0,27,BENIGN
24411,43,3,28476,851,8,14,BENIGN
51975,23,67,63683,225,2,35,BENIGN
61545,96,71,11991,734,3,0,BENIGN
79797,30,35,86097,825,4,21,BENIGN
53307,77,15,71047,721,2,26,BENIGN
4093,18,67,11796,873,3,28,BENIGN
78258,87,93,4881,552,4,14,BENIGN
23042,79,30,16668,811,0,9,BENIGN
53930,97,82,35312,864,8,19,BENIGN
45413,21,75,29106,994,9,21,BENIGN
94623,57,43,93758,144,9,49,BENIGN
98883,23,60,16729,92,3,47,BENIGN
34756,91,40,71320,400,8,8,BENIGN
54268,45,65,55913,56,3,31,BENIGN
40214,44,29,58026,401,0,16,BENIGN
82871,82,74,60402,727,4,41,BENIGN
29602,88,92,38282,394,8,18,BENIGN
54331,47,95,75638,390,2,39,BENIGN
49901,40,19,39218,86,4,26,BENIGN
64416,51,3,18950,268,2,36,BENIGN
33196,42,36,60739,958,2,33,BENIGN
6626,7,43,5507,613,0,46,BENIGN
8424,50,15,47303,943,1,48,BENIGN
13857,48,97,80059,956,1,9,BENIGN
20982,84,41,25667,408,8,29,BENIGN
77961,91,90,4992,109,6,20,BENIGN
2980,6,80,74563,510,7,20,BENIGN
49290,91,36,88680,392,1,33,BENIGN
27431,9,97,26530,716,8,8,BENIGN
85976,57,84,16305,201,2,33,BENIGN
83711,31,77,53129,589,9,49,BENIGN
27385,21,33,88267,910,1,11,BENIGN
39158,90,5,87209,763,0,46,BENIGN
24019,40,78,99833,611,8,20,BENIGN
19639,45,91,53044,354,7,19,BENIGN
86530,77,87,92378,19,3,5,BENIGN
22563,49,14,90363,273,6,49,BENIGN
40341,87,68,59817,277,2,44,BENIGN
6776,20,83,47666,841,2,35,BENIGN
37444,92,47,27173,639,3,11,BENIGN
69916,17,54,19909,771,1,40,BENIGN
9711,28,4,64967,580,9,30,BENIGN
75318,41,94,32007,204,3,1,BENIGN
83970,66,83,13985,996,9,15,BENIGN
86553,25,95,23525,571,2,0,BENIGN
31707,58,95,38403,416,7,3,BENIGN
40110,41,9,38193,305,1,46,BENIGN
62788,6,53,4830,899,8,0,BENIGN
83879,75,77,57144,106,2,46,BENIGN
39827,38,78,1533,471,3,34,BENIGN
6655,6,60,21946,648,9,12,BENIGN
45859,45,46,24504,767,9,49,BENIGN
54625,75,54,56715,96,2,44,BENIGN
53098,14,74,29255,86,2,41,BENIGN
16251,66,95,57441,898,7,30,BENIGN
1526,40,37,37855,725,7,19,BENIGN
69760,3,23,42721,492,5,6,BENIGN
48837,99,27,42850,155,3,39,BENIGN
12536,97,70,35723,670,0,32,BENIGN
29541,24,90,36739,120,3,27,BENIGN
80083,19,66,6539,650,7,49,BENIGN
52027,18,61,74029,774,5,43,BENIGN
35531,64,77,65509,687,1,49,BENIGN
9712,88,51,22311,306,2,43,BENIGN
66455,35,50,70180,435,6,19,BENIGN
75744,62,19,86981,658,3,31,BENIGN
6109,1,1,36934,800,3,8,BENIGN
50268,25,40,10511,343,4,33,BENIGN
55615,45,32,1183,532,7,13,BENIGN
